"accession","X20181107_18.053_16_1_track16.x","X20181107_18.053_17_1_track17.x","X20181107_18.053_18_1_track18.x","X20181107_18.053_7_1_track7.x","X20181107_18.053_8_1_track8.x","X20181107_18.053_9_1_track9.x","protein.x","pval_milieu.x","padj_milieu.x","Ratio_XIC$descr","Ratio_XIC$UF.YEL","X20181107_18.053_16_1_track16.y","X20181107_18.053_17_1_track17.y","X20181107_18.053_18_1_track18.y","X20181107_18.053_7_1_track7.y","X20181107_18.053_8_1_track8.y","X20181107_18.053_9_1_track9.y","protein.y","Goodness_of_fit","pval_milieu.y","padj_milieu.y","Ratio_PC$descr","Ratio_PC$UF.YEL"
"gi|659917539|emb|CDP49119.1|",8.34583370162252,8.28257521476461,8.30657167931571,8.04816230564574,7.92901888826927,7.90896111581777,"c296.a1.a1",0.00177174381047273,0.0160564282824091,"gi|659917539|emb|CDP49119.1| Hypothetical protein PFCIRM129_09915 [Propionibacterium freudenreichii subsp. freudenreichii]",0.450887319575384,5,8,5,9,6,7,"c296.a1.a1","OK",0.526743780196586,0.833291389983123,"gi|659917539|emb|CDP49119.1| Hypothetical protein PFCIRM129_09915 [Propionibacterium freudenreichii subsp. freudenreichii]",1.22222222222222
"gi|659917540|emb|CDP49120.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0,3,2,2,"c578.a1.a1","OK",0.199550990993661,0.506763029985248,"gi|659917540|emb|CDP49120.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",2.33333333333333
"gi|659917556|emb|CDP49091.1|",8.48163879731268,8.46914610018913,8.3044979747318,8.45215890114896,8.36060932741565,8.45783083873616,"b74.a1.a1",0.941343616008112,0.978457522015601,"gi|659917556|emb|CDP49091.1| UDP-N-acetylglucosamine 1-carboxyvinyltransferase (Enoylpyruvate transferase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.00042024856553,21,29,27,31,30,32,"b74.a1.a1","OK",0.219427177599288,0.540631216297821,"gi|659917556|emb|CDP49091.1| UDP-N-acetylglucosamine 1-carboxyvinyltransferase (Enoylpyruvate transferase) [Propionibacterium freudenreichii subsp. freudenreichii]",1.20779220779221
"gi|659917557|emb|CDP49092.1|",5.8031644999789,5.91454983763749,5.51734805513419,6.78990633299936,6.41164629856499,6.49487737511405,"c225.a1.a1",0.0076069582359436,0.0420193883509266,"gi|659917557|emb|CDP49092.1| Dihydrolipoyl dehydrogenase (E3 component of alpha keto acid dehydrogenase complexes) (Dihydrolipoamide dehydrogenase) [Propionibacterium freudenreichii subsp. freudenreichii]",6.64583349495409,3,2,1,10,9,9,"c225.a1.a1","OK",8.4893792918073e-05,0.00169494848619187,"gi|659917557|emb|CDP49092.1| Dihydrolipoyl dehydrogenase (E3 component of alpha keto acid dehydrogenase complexes) (Dihydrolipoamide dehydrogenase) [Propionibacterium freudenreichii subsp. freudenreichii]",4.66666666666667
"gi|659917558|emb|CDP49093.1|",8.40527978946214,8.55043244767532,8.57012051123044,7.79483195390356,7.64550384061305,7.77716671095019,"c169.a1.a1",0.000392497244404684,0.00951624469179254,"gi|659917558|emb|CDP49093.1| Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein [Precursor] (LIVAT-BP) [Propionibacterium freudenreichii subsp. freudenreichii]",0.169633594024084,13,14,14,13,11,11,"c169.a1.a1","OK",0.491071576832232,0.8096383574581,"gi|659917558|emb|CDP49093.1| Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein [Precursor] (LIVAT-BP) [Propionibacterium freudenreichii subsp. freudenreichii]",0.853658536585366
"gi|659917567|emb|CDP49102.1|",6.67332674933504,6.75634035396213,6.30245931152837,5.75371680584045,6.17895574358249,5.43528234657341,"c574.a1.a1",0.0372764261429006,0.124972989380823,"gi|659917567|emb|CDP49102.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.189082857269432,2,3,2,3,2,1,"c574.a1.a1","OK",0.781406071867712,0.91028495461161,"gi|659917567|emb|CDP49102.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.857142857142857
"gi|659917577|emb|CDP49112.1|",8.45603621135759,8.85587227838853,8.92129871186092,8.44193860500859,8.99723725812455,8.40197477642448,"c148.a1.a1",0.616344769889353,0.742992898195344,"gi|659917577|emb|CDP49112.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.828597026206931,16,25,25,26,25,18,"c148.a1.a1","OK",0.796245213338595,0.91028495461161,"gi|659917577|emb|CDP49112.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]",1.04545454545455
"gi|659917579|emb|CDP49068.1|",7.63668367749229,7.82822319407605,7.99296276660255,7.15351412641879,7.86997583754901,5.36980611426979,"c560.a1.a1",0.245069811794353,0.421781871930933,"gi|659917579|emb|CDP49068.1| Prolipoprotein diacylglyceryl transferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.42383976170856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917580|emb|CDP49069.1|",5.73302866120329,6.3505868862257,6.05922741413793,5.973792802315,7.04341942423858,5.73302866120329,"c696.a1.a1",0.669617591228825,0.784602430126704,"gi|659917580|emb|CDP49069.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",3.19032743036139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917581|emb|CDP49070.1|",6.08218989817178,6.20905414984949,6.54237377883627,6.80289693185808,7.33668780004167,3.96157411643903,"c592.a1.a1",0.828566954510132,0.904538868135118,"gi|659917581|emb|CDP49070.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",4.44675588847105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917589|emb|CDP49078.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,0,0,1,2,"c681.a1.a1","OK",0.477161780859612,0.799662818104457,"gi|659917589|emb|CDP49078.1| Integral membrane transport protein [Propionibacterium freudenreichii subsp. freudenreichii]",0.6
"gi|659917591|emb|CDP49080.1|",8.41444627797236,8.55997671235,8.63677941475606,8.01373268965319,7.99134757930796,7.90418879004372,"c190.a1.a1",0.00149809229464402,0.0158750770526088,"gi|659917591|emb|CDP49080.1| transporter [Propionibacterium freudenreichii subsp. freudenreichii]",0.266509111049952,8,12,13,15,9,12,"c190.a1.a1","OK",0.717939110204353,0.91028495461161,"gi|659917591|emb|CDP49080.1| transporter [Propionibacterium freudenreichii subsp. freudenreichii]",1.09090909090909
"gi|659917593|emb|CDP49082.1|",7.02291446967414,7.01594275807991,7.38837283653906,6.64564613991199,7.29416256644941,4.70774825760756,"c567.a1.a1",0.304130676387345,0.479336392132229,"gi|659917593|emb|CDP49082.1| Methionine biosynthesis protein MetW [Propionibacterium freudenreichii subsp. freudenreichii]",0.532488378128367,3,3,3,3,3,2,"c567.a1.a1","OK",0.808310906061212,0.91028495461161,"gi|659917593|emb|CDP49082.1| Methionine biosynthesis protein MetW [Propionibacterium freudenreichii subsp. freudenreichii]",0.888888888888889
"gi|659917595|emb|CDP49084.1|",7.74281860192277,7.69559672858318,7.49797107201635,6.93155413430332,6.79276033756649,6.94147803773532,"c426.a1.a1",0.00105057521331802,0.014576704738301,"gi|659917595|emb|CDP49084.1| Hypothetical protein PFCIRM129_09730 [Propionibacterium freudenreichii subsp. freudenreichii]",0.172187770576653,5,5,5,4,3,4,"c426.a1.a1","OK",0.431852786590092,0.759882868652146,"gi|659917595|emb|CDP49084.1| Hypothetical protein PFCIRM129_09730 [Propionibacterium freudenreichii subsp. freudenreichii]",0.733333333333333
"gi|659917597|emb|CDP49086.1|",9.64336063704285,9.77531631493324,9.97679918978449,7.81067195109059,8.34049015054474,6.70689777682701,"b36.a1.a1",0.011338293988827,0.0534651261261762,"gi|659917597|emb|CDP49086.1| dolichyl-phosphate beta-D-mannosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.0145556051380763,32,39,38,29,26,5,"b36.a1.a1","Not OK",0.000146772461947643,0.00242803587050529,"gi|659917597|emb|CDP49086.1| dolichyl-phosphate beta-D-mannosyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]",0.55045871559633
"gi|659917603|emb|CDP49065.1|",8.05110149618308,7.98070519165149,7.79611959879665,7.94470180881661,7.88221564629902,7.78162394659653,"a6.a3.a1",0.460442180514759,0.623278148028198,"gi|659917603|emb|CDP49065.1| Surface layer protein A (S-layer protein A) [Propionibacterium freudenreichii subsp. freudenreichii]",0.8304101164838,4,6,4,26,24,25,"a6.a3.a1","OK",1.23197859051989e-11,1.42663120782203e-09,"gi|659917603|emb|CDP49065.1| Surface layer protein A (S-layer protein A) [Propionibacterium freudenreichii subsp. freudenreichii]",5.35714285714286
"gi|659917626|emb|CDP49049.1|",7.07744074115423,7.45777295012802,7.58066380897363,6.76175730134612,7.61719722408184,4.32183554291884,"c413.a1.a1",0.31802063469737,0.494509297920844,"gi|659917626|emb|CDP49049.1| Iron-dependent repressor [Propionibacterium freudenreichii subsp. freudenreichii]",0.599801126944751,7,7,7,7,7,2,"c413.a1.a1","OK",0.410363506626715,0.749528297592644,"gi|659917626|emb|CDP49049.1| Iron-dependent repressor [Propionibacterium freudenreichii subsp. freudenreichii]",0.761904761904762
"gi|659917629|emb|CDP49052.1|",7.2895610005759,7.3490409587386,6.83547626846218,5.85156276639523,6.17557456042043,6.65071405453338,"c682.a1.a1",0.0301556315779378,0.10536305009159,"gi|659917629|emb|CDP49052.1| permease [Propionibacterium freudenreichii subsp. freudenreichii]",0.137329667540392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917643|emb|CDP48957.1|",7.10860844917321,7.50226060048139,7.90488546555506,6.72654026591646,7.68950299758003,5.34526671634746,"c621.a1.a1",0.270185012903546,0.451606073441086,"gi|659917643|emb|CDP48957.1| Hypothetical protein PFCIRM129_05980 [Propionibacterium freudenreichii subsp. freudenreichii]",0.435905812037063,3,3,3,3,3,2,"c621.a1.a1","OK",0.808310906061212,0.91028495461161,"gi|659917643|emb|CDP48957.1| Hypothetical protein PFCIRM129_05980 [Propionibacterium freudenreichii subsp. freudenreichii]",0.888888888888889
"gi|659917646|emb|CDP48960.1|",6.35676534252667,7.63709279913864,7.44877794669032,7.46886135122023,7.86902160835043,5.56163327901867,"c313.a1.a1",0.835310968246667,0.908021944722844,"gi|659917646|emb|CDP48960.1| 3-methyladenine DNA glycosylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.40717496774003,5,7,4,10,9,6,"c313.a1.a1","OK",0.158153877145139,0.45210731917283,"gi|659917646|emb|CDP48960.1| 3-methyladenine DNA glycosylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.5625
"gi|659917647|emb|CDP48961.1|",8.5247203676334,8.48610710987247,8.35050552709188,8.10316492480962,8.30425456831511,7.93213867587136,"c356.a1.a1",0.0467384613308817,0.141928311894824,"gi|659917647|emb|CDP48961.1| Hypothetical protein PFCIRM129_06000 [Propionibacterium freudenreichii subsp. freudenreichii]",0.478339745440546,7,9,9,9,9,9,"c356.a1.a1","OK",0.781485030744464,0.91028495461161,"gi|659917647|emb|CDP48961.1| Hypothetical protein PFCIRM129_06000 [Propionibacterium freudenreichii subsp. freudenreichii]",1.08
"gi|659917655|emb|CDP48969.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,1,0,"c535.a1.a1","OK",0.0848276662726406,0.294103106418317,"gi|659917655|emb|CDP48969.1| tetR-family transcriptional regulator [Propionibacterium freudenreichii subsp. freudenreichii]",0.416666666666667
"gi|659917659|emb|CDP48973.1|",7.22783841878226,7.38236698306002,7.47328724640529,6.56663016263614,7.25422576054509,4.73315601387802,"c598.a1.a1",0.194555559189567,0.371191527401147,"gi|659917659|emb|CDP48973.1| Hypothetical protein PFCIRM129_06065 [Propionibacterium freudenreichii subsp. freudenreichii]",0.306660235760162,3,3,3,3,3,2,"c598.a1.a1","OK",0.808310906061212,0.91028495461161,"gi|659917659|emb|CDP48973.1| Hypothetical protein PFCIRM129_06065 [Propionibacterium freudenreichii subsp. freudenreichii]",0.888888888888889
"gi|659917660|emb|CDP48974.1|",8.6867064149024,8.57385632711229,8.42072584999326,8.28859881871965,8.46764898426175,8.31188468739676,"b40.a1.a1",0.0988006903756537,0.240774791671761,"gi|659917660|emb|CDP48974.1| Enolase 1 [Propionibacterium freudenreichii subsp. freudenreichii]",0.61628363782155,23,32,27,29,27,29,"b40.a1.a1","OK",0.816419015295607,0.91028495461161,"gi|659917660|emb|CDP48974.1| Enolase 1 [Propionibacterium freudenreichii subsp. freudenreichii]",1.03658536585366
"gi|659917663|emb|CDP48977.1|",8.05468031602112,8.13196890683117,7.71434778500861,7.75718399776415,8.22661528786841,7.95739457837223,"b52.a1.a1",0.946305304521225,0.978929765636539,"gi|659917663|emb|CDP48977.1| Transcription-repair coupling factor [Propionibacterium freudenreichii subsp. freudenreichii]",1.05188952822198,25,25,22,28,25,26,"b52.a1.a1","OK",0.568844547889803,0.853841547499271,"gi|659917663|emb|CDP48977.1| Transcription-repair coupling factor [Propionibacterium freudenreichii subsp. freudenreichii]",1.09722222222222
"gi|659917668|emb|CDP48982.1|",7.68270839377842,8.47361329713861,8.1440749253576,7.56256674967588,7.94765357281361,5.77421389383556,"c470.a1.a1",0.228529593173949,0.402878918057417,"gi|659917668|emb|CDP48982.1| Ribose-phosphate pyrophosphokinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.259256656488283,4,4,3,5,4,1,"c470.a1.a1","OK",0.827227193567808,0.91028495461161,"gi|659917668|emb|CDP48982.1| Ribose-phosphate pyrophosphokinase [Propionibacterium freudenreichii subsp. freudenreichii]",0.909090909090909
"gi|659917669|emb|CDP48983.1|",7.9222137037573,7.71788901657514,7.41491563584886,8.04255390778637,7.7623248896235,7.98158585142776,"c165.a1.a1",0.225192602841265,0.401882183532104,"gi|659917669|emb|CDP48983.1| UDP-N-acetylglucosamine pyrophosphorylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.63137480916248,12,16,13,18,16,17,"c165.a1.a1","OK",0.296669141604342,0.648194086750618,"gi|659917669|emb|CDP48983.1| UDP-N-acetylglucosamine pyrophosphorylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.24390243902439
"gi|659917671|emb|CDP48985.1|",7.13728017690593,7.32469206377214,7.57239616723529,6.45469469862927,7.37297097859748,4.60280521877731,"c489.a1.a1",0.218781012757379,0.394077600618881,"gi|659917671|emb|CDP48985.1| Regulatory protein, TetR [Propionibacterium freudenreichii subsp. freudenreichii]",0.366946208438782,2,4,5,5,5,2,"c489.a1.a1","OK",0.834801667160383,0.91028495461161,"gi|659917671|emb|CDP48985.1| Regulatory protein, TetR [Propionibacterium freudenreichii subsp. freudenreichii]",1.09090909090909
"gi|659917674|emb|CDP48988.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,6,6,1,"c433.a1.a1","OK",0.000477076338178106,0.00521183395858725,"gi|659917674|emb|CDP48988.1| DNase [Propionibacterium freudenreichii subsp. freudenreichii]",13
"gi|659917675|emb|CDP48989.1|",6.45592455172606,6.97506754042851,7.00025203390525,7.35800675716417,7.86613793843579,5.30440928287454,"c289.a1.a1",0.969711689534248,0.986829938068879,"gi|659917675|emb|CDP48989.1| Methylase [Propionibacterium freudenreichii subsp. freudenreichii]",4.3254947590586,4,9,8,10,12,6,"c289.a1.a1","OK",0.316482105654113,0.666749521609796,"gi|659917675|emb|CDP48989.1| Methylase [Propionibacterium freudenreichii subsp. freudenreichii]",1.33333333333333
"gi|659917705|emb|CDP49019.1|",6.92780082819233,7.23940552631231,7.87188315721917,6.74163467313494,7.84357495914654,7.46177479996408,"c365.a1.a1",0.995367218116287,0.995367218116287,"gi|659917705|emb|CDP49019.1| Heat shock protein transcriptional repressor HspR1 (Hspr1 protein) [Propionibacterium freudenreichii subsp. freudenreichii]",1.03942822092383,4,7,5,5,7,8,"c365.a1.a1","OK",0.504545024956824,0.822005500231885,"gi|659917705|emb|CDP49019.1| Heat shock protein transcriptional repressor HspR1 (Hspr1 protein) [Propionibacterium freudenreichii subsp. freudenreichii]",1.25
"gi|659917706|emb|CDP49020.1|",7.13944479537678,6.94289649448891,6.87013984140952,7.58441696632825,7.70764187063943,7.67989898276498,"c329.a1.a1",0.00161487852776538,0.0158750770526088,"gi|659917706|emb|CDP49020.1| Chaperone protein dnaJ 1 (DnaJ1 protein) (Heat shock protein 40 1) [Propionibacterium freudenreichii subsp. freudenreichii]",4.58023498111421,2,6,3,11,9,7,"c329.a1.a1","OK",0.00837478428289884,0.0515851074446641,"gi|659917706|emb|CDP49020.1| Chaperone protein dnaJ 1 (DnaJ1 protein) (Heat shock protein 40 1) [Propionibacterium freudenreichii subsp. freudenreichii]",2.45454545454545
"gi|659917710|emb|CDP49024.1|",9.69506018796253,9.70721163658941,9.57857423121953,8.82300397573353,8.5858293887248,8.78903453447613,"c293.a1.a1",0.000393775642419002,0.00951624469179254,"gi|659917710|emb|CDP49024.1| Trypsin-like serine protease [Propionibacterium freudenreichii subsp. freudenreichii]",0.120359992319682,14,15,15,14,14,15,"c293.a1.a1","OK",0.914620451448189,0.924197628950264,"gi|659917710|emb|CDP49024.1| Trypsin-like serine protease [Propionibacterium freudenreichii subsp. freudenreichii]",0.977272727272727
"gi|659917713|emb|CDP49027.1|",6.92357599338467,7.34484337401325,7.36559100664084,7.83720964377933,8.004274067824,7.002421298254,"c463.a1.a1",0.303297176182683,0.479336392132229,"gi|659917713|emb|CDP49027.1| Two-component system response regulator [Propionibacterium freudenreichii subsp. freudenreichii]",3.3470227963218,2,3,3,5,4,3,"c463.a1.a1","OK",0.369477641958041,0.71787770031445,"gi|659917713|emb|CDP49027.1| Two-component system response regulator [Propionibacterium freudenreichii subsp. freudenreichii]",1.5
"gi|659917715|emb|CDP49029.1|",8.28582026197006,8.39744690471905,8.57852144183122,6.07481788160761,7.41441615373457,6.07481788160761,"c648.a1.a1",0.0139430430355924,0.0622074227741816,"gi|659917715|emb|CDP49029.1| Hypothetical protein PFCIRM129_06350 [Propionibacterium freudenreichii subsp. freudenreichii]",0.0344914466580714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gi|659917718|emb|CDP49032.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,2,4,5,6,"c484.a1.a1","OK",0.0844631900000662,0.294103106418317,"gi|659917718|emb|CDP49032.1| Putative uncharacterized protein [Propionibacterium freudenreichii subsp. freudenreichii]",2.14285714285714
"gi|659917722|emb|CDP49036.1|",6.68230138470554,6.93094272269022,6.65929462386679,7.19696802417767,7.1105400249595,7.3512660897161,"c340.a1.a1",0.0144992113718104,0.0627577805645526,"gi|659917722|emb|CDP49036.1| Molybdenum cofactor synthesis domain [Propionibacterium freudenreichii subsp. freudenreichii]",2.85336841861059,6,7,4,7,6,8,"c340.a1.a1","OK",0.516023496028377,0.825352497791244,"gi|659917722|emb|CDP49036.1| Molybdenum cofactor synthesis domain [Propionibacterium freudenreichii subsp. freudenreichii]",1.23529411764706
"gi|659917724|emb|CDP48908.1|",10.3648366512926,10.2105220161545,10.1158712875194,9.27422050780933,9.17619480395967,9.23266113589266,"a4.a1.a1",0.000210228109050347,0.00857784707243254,"gi|659917724|emb|CDP48908.1| D-lactate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.0970119109144121,85,105,100,94,79,92,"a4.a1.a1","OK",0.288521573734859,0.640053606101469,"gi|659917724|emb|CDP48908.1| D-lactate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]",0.913793103448276
"gi|659917746|emb|CDP48930.1|",7.39692880650713,7.58780894714346,7.80796181521806,7.52059184967757,7.88371290320899,5.40966907564129,"c200.a1.a1",0.445606715997059,0.610997388364761,"gi|659917746|emb|CDP48930.1| Abortive infection bacteriophage resistance protein Abi [Propionibacterium freudenreichii subsp. freudenreichii]",0.859361970167145,7,11,10,15,15,5,"c200.a1.a1","OK",0.377328958210035,0.723422075508644,"gi|659917746|emb|CDP48930.1| Abortive infection bacteriophage resistance protein Abi [Propionibacterium freudenreichii subsp. freudenreichii]",1.25
"gi|659917751|emb|CDP48935.1|",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,10,11,10,"c249.a1.a1","OK",1.70503871635164e-05,0.000450699848592924,"gi|659917751|emb|CDP48935.1| GTPase YchF [Propionibacterium freudenreichii subsp. freudenreichii]",5.16666666666667
"gi|659917752|emb|CDP48936.1|",7.63533924486401,7.7288194083306,7.9709417755209,6.79103447593626,5.41820937183516,6.36497722605394,"c258.a1.a1",0.0191355267640603,0.0735006988288409,"gi|659917752|emb|CDP48936.1| Aminopeptidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.0460389137877472,4,6,5,4,2,6,"c258.a1.a1","OK",0.563299972842518,0.853797602816277,"gi|659917752|emb|CDP48936.1| Aminopeptidase [Propionibacterium freudenreichii subsp. freudenreichii]",0.8
